count,description,fraction,in_wiki,value
2,,0.0,False,basketball_court
2,,0.0,False,highway maintenance authority
2,,0.0,False,Assisted Living
2,,0.0,False,Self check-in
2,,0.0,False,foundation
2,,0.0,False,boat_parking
2,,0.0,False,RADIO
2,,0.0,False,adult_gaming_center
2,,0.0,False,Gate
2,,0.0,False,Green Hills Gate
2,,0.0,False,monster
2,,0.0,False,book_rental
2,,0.0,False,toilets;waste_basket
2,,0.0,False,atm;pharmacy
2,,0.0,False,package_services
2,,0.0,False,dispatch_center
2,,0.0,False,binstore
2,,0.0,False,border_guard
2,,0.0,False,quarantine_bin
2,,0.0,False,municipal
2,,0.0,False,mail_delivery_office
2,,0.0,False,dental_technology
2,,0.0,False,senior_housing
2,,0.0,False,steping_stones
2,,0.0,False,place_of_worship;library
2,,0.0,False,rest_stop
2,,0.0,False,lunchroom
2,,0.0,False,pub_sign
2,,0.0,False,reprography
2,,0.0,False,drugs_firm
2,,0.0,False,pedicab_station
2,,0.0,False,commuty_centre
2,,0.0,False,lombard
2,,0.0,False,public_building:part
2,,0.0,False,building_supply
2,,0.0,False,yoga_school
2,,0.0,False,kiddie_ride
2,,0.0,False,employment
2,,0.0,False,car wash
2,,0.0,False,customer_services
2,,0.0,False,community_centre:for=child
2,,0.0,False,karting
2,,0.0,False,loudspeaker
2,,0.0,False,Municipality
2,,0.0,False,aged_care_centre
2,,0.0,False,smokehouse
2,,0.0,False,comprressed_air
2,,0.0,False,abandoned_fuel
2,,0.0,False,bihar
2,,0.0,False,accounting
2,,0.0,False,tutoring_centre
2,,0.0,False,University
2,,0.0,False,nightclub;bar
2,,0.0,False,credit
2,,0.0,False,tennis courts
2,,0.0,False,turning
2,,0.0,False,toboggan run
2,,0.0,False,gunsmith
2,,0.0,False,former school
2,,0.0,False,train_terminal
2,,0.0,False,glass
2,,0.0,False,assurance_agency
2,,0.0,False,hair
2,,0.0,False,banquet
2,,0.0,False,Box Stand
2,,0.0,False,krankengymnastik
2,,0.0,False,refuse_disposal
2,,0.0,False,Sillara kadaya
2,,0.0,False,"shower, toilets"
2,,0.0,False,townhall;police;childcare;clinic
2,,0.0,False,batiment
2,,0.0,False,cabinetmaker
2,,0.0,False,ergotherapist
2,,0.0,False,direct_sales
2,,0.0,False,potable_water
2,,0.0,False,rubbish_tip
2,,0.0,False,Futura Escola de Música
2,,0.0,False,orthophonist
2,,0.0,False,Rumah Susun
2,,0.0,False,photo_lab
2,,0.0,False,danger illegal activity
2,,0.0,False,coworking
2,,0.0,False,police;fire_station
2,,0.0,False,tabacco
2,,0.0,False,stationery
2,,0.0,False,boat_ramp
2,,0.0,False,fair_ground
2,,0.0,False,pipeline
2,,0.0,False,erotic
2,,0.0,False,Cemitério
2,,0.0,False,camp_for_kids
2,,0.0,False,universidad
2,,0.0,False,band_stand
2,,0.0,False,nightclub;restaurant
2,,0.0,False,Jugendhaus
2,,0.0,False,drinking_water;bench
2,,0.0,False,ATM
2,,0.0,False,place_of_worship;community_centre
2,,0.0,False,car_expert
2,,0.0,False,emissions_testing
2,,0.0,False,BBQ
2,,0.0,False,ramada
2,,0.0,False,greengrocer
2,,0.0,False,disused_parking
2,,0.0,False,trail_facility
2,,0.0,False,social_facility;hospital
2,,0.0,False,educational_institution
2,,0.0,False,activity center
2,,0.0,False,CBO
2,,0.0,False,gotherment
2,,0.0,False,commuity_centre
2,,0.0,False,goverment_service
2,,0.0,False,old_restaurant
2,,0.0,False,coworking_place
2,,0.0,False,welding
2,,0.0,False,picknik_table
2,,0.0,False,homoeopathie
2,,0.0,False,level_crossing_control_box
2,,0.0,False,restaurant;parking
2,,0.0,False,dog_run
2,,0.0,False,Avenida Senhora do Porto
2,,0.0,False,animal_clinic
2,,0.0,False,atv_tours
2,,0.0,False,trade_union
2,,0.0,False,Jugendheim
2,,0.0,False,tribunal
2,,0.0,False,autoclub
2,,0.0,False,ambulance_depot
2,,0.0,False,business_incubator
2,,0.0,False,Empacadora de banano
2,,0.0,False,Grocery Store
2,,0.0,False,florist
2,,0.0,False,ship
2,,0.0,False,onsen
2,,0.0,False,bus stop
2,,0.0,False,fitness_centre
2,,0.0,False,firefighter_exit
2,,0.0,False,line overhead
2,,0.0,False,weight
2,,0.0,False,family_planning
2,,0.0,False,Kela
2,,0.0,False,space_centre
2,,0.0,False,sink
2,,0.0,False,ticket_counter
2,,0.0,False,waste_basket; vending_machine
2,,0.0,False,kiss_and_go_stopping
2,,0.0,False,water_point;waste_disposal
2,,0.0,False,Gas
2,,0.0,False,Child_play
2,,0.0,False,"oculist, dentist"
2,,0.0,False,mobile phone shop
2,,0.0,False,event_space
2,,0.0,False,cattle_water
2,,0.0,False,bench_with_table
2,,0.0,False,school; kindergarten
2,,0.0,False,bookstore
2,,0.0,False,outpost
2,,0.0,False,exterminator
2,,0.0,False,Medical store
2,,0.0,False,skip
2,,0.0,False,council_offices
2,,0.0,False,gantry
2,,0.0,False,oratorio
2,,0.0,False,water_plant
2,,0.0,False,recording_studio
2,,0.0,False,motorcycle_wash
2,,0.0,False,squat
2,,0.0,False,sanitary_waste_dump
2,,0.0,False,feeder
2,,0.0,False,play_centre
2,,0.0,False,cruise_terminal
2,,0.0,False,cigarette_disposal
2,,0.0,False,translation_services
2,,0.0,False,student_services
2,,0.0,False,Immobilien
2,,0.0,False,drinking_trough
2,,0.0,False,tyres_repair
2,,0.0,False,cremation_ground
2,,0.0,False,music_instrument
2,,0.0,False,restaurant;bar;cafe
2,,0.0,False,motorcyle_rental
2,,0.0,False,nightclub;pub
2,,0.0,False,Salon
2,,0.0,False,dive_site
2,,0.0,False,smog
2,,0.0,False,fire_hose
2,,0.0,False,car_wash;car_repair
2,,0.0,False,splash pad
1,,0.0,False,school (MUNGKIN)
1,,0.0,False,Police Barack
1,,0.0,False,cd_rental
1,,0.0,False,water_pumping_station
1,,0.0,False,Vetranarian
1,,0.0,False,stopping
1,,0.0,False,pay_in_service
1,,0.0,False,LPG
1,,0.0,False,Mortgage
1,,0.0,False,stamp machine
1,,0.0,False,public_vaccum
1,,0.0,False,stream_pool
1,,0.0,False,Cleaners
1,,0.0,False,vacum_cleaner
1,,0.0,False,Sportverein
1,,0.0,False,Vistor Centre
1,,0.0,False,computer_games
1,,0.0,False,scout hall
1,,0.0,False,community hall
1,,0.0,False,canisite
1,,0.0,False,motorcycle_renting
1,,0.0,False,lvs-check
1,,0.0,False,electronic_repair
1,,0.0,False,windsurfing_school
1,,0.0,False,Cippo di confine Provincie Genova - Parma
1,,0.0,False,plaza_de_toros
1,,0.0,False,Agence de communication
1,,0.0,False,restaurant;cafe;bar
1,,0.0,False,wastewater_treatment
1,,0.0,False,district house of culture
1,,0.0,False,children's art school
1,,0.0,False,parvise
1,,0.0,False,Garden Centre
1,,0.0,False,Motor Vehicle Administration
1,,0.0,False,country_store
1,,0.0,False,heal_post
1,,0.0,False,apotheke
1,,0.0,False,pulic_office
1,,0.0,False,seventh day adventist
1,,0.0,False,Nachhilfe
1,,0.0,False,cafe; bar
1,,0.0,False,hobby_railyard
1,,0.0,False,salvano
1,,0.0,False,mini_ramp
1,,0.0,False,animal_training_-_hondenschool
1,,0.0,False,place_of_chanting_daimoku
1,,0.0,False,"food_court, toilets, pharmacy"
1,,0.0,False,biogasanlage
1,,0.0,False,car_wash;bicycle_rental
1,,0.0,False,bus_station;bank
1,,0.0,False,thermometr
1,,0.0,False,Halkapınar İlkokulu
1,,0.0,False,shelter;bench;waste_basket
1,,0.0,False,Massage
1,,0.0,False,batting_cages
1,,0.0,False,Day care center
1,,0.0,False,Online Store
1,,0.0,False,residential_care_home
1,,0.0,False,chriopractic
1,,0.0,False,",wood stoce"
1,,0.0,False,external_dslam
1,,0.0,False,MRC
1,,0.0,False,Fórum
1,,0.0,False,Union Grill and Pub
1,,0.0,False,bench-disabled
1,,0.0,False,martial_arts_centre
1,,0.0,False,nursing_school
1,,0.0,False,social_facility;kindergarten
1,,0.0,False,training_pitch
1,,0.0,False,allotment
1,,0.0,False,threshing_floor
1,,0.0,False,restaurant;social_centre;foodbank
1,,0.0,False,anthill
1,,0.0,False,hairdresser_school
1,,0.0,False,metal_scrap
1,,0.0,False,shop_refrigeration_repair
1,,0.0,False,music_scenario
1,,0.0,False,cremation grounds
1,,0.0,False,sledding_hill
1,,0.0,False,communication_centre
1,,0.0,False,Associação
1,,0.0,False,Conselho de Recursos Sociais
1,,0.0,False,ActiveIdeas
1,,0.0,False,restaurant;bistro
1,,0.0,False,chemical
1,,0.0,False,nightclub;cafe
1,,0.0,False,Brewery
1,,0.0,False,licensing_center
1,,0.0,False,downhill
1,,0.0,False,former place
1,,0.0,False,health education
1,,0.0,False,Médecin généraliste
1,,0.0,False,lowopen
1,,0.0,False,Mandataire Judiciaire
1,,0.0,False,binoscope
1,,0.0,False,ЬБОУ Новониколаевская СОШ №3
1,,0.0,False,furniturr
1,,0.0,False,hram
1,,0.0,False,"fast_food,biergarten"
1,,0.0,False,marketplace;restaurant
1,,0.0,False,post_office;fast_food
1,,0.0,False,jeep_station
1,,0.0,False,Landless People
1,,0.0,False,ice_cream;bar
1,,0.0,False,Juice_center
1,,0.0,False,commission
1,,0.0,False,spit
1,,0.0,False,cockfighting house
1,,0.0,False,Madrasa
1,,0.0,False,vending_machine;atm
1,,0.0,False,k-jou snack bar
1,,0.0,False,logistics
1,,0.0,False,waste_basket;life_ring
1,,0.0,False,user defined
1,,0.0,False,spor
1,,0.0,False,Maduwak
1,,0.0,False,vereinsheim
1,,0.0,False,ksero
1,,0.0,False,mystery
1,,0.0,False,Perusahaan Swasta
1,,0.0,False,Raichur Medical College
1,,0.0,False,Rødekors
1,,0.0,False,Council Depot
1,,0.0,False,christian_support
1,,0.0,False,kindergarten 2em cycle
1,,0.0,False,Car Rental
1,,0.0,False,Medical_Practitioner
1,,0.0,False,Shower
1,,0.0,False,diaper
1,,0.0,False,ice-cream
1,,0.0,False,ferry_depot
1,,0.0,False,Recycling Station
1,,0.0,False,mortercycle_parking
1,,0.0,False,bunker_silo
1,,0.0,False,vending_machine;bar
1,,0.0,False,Robs Drive
1,,0.0,False,moneychanger
1,,0.0,False,weir
1,,0.0,False,car repair
1,,0.0,False,dhobi_ghat
1,,0.0,False,reataurant
1,,0.0,False,crossroad
1,,0.0,False,Ngo
1,,0.0,False,edgde of path
1,,0.0,False,Pool & Darts centrum
1,,0.0,False,Bar e Minimercado D. Goreti
1,,0.0,False,DOE No. 14
1,,0.0,False,centre classique
1,,0.0,False,restaurant;place_of_worship
1,,0.0,False,building site
1,,0.0,False,bench;bicycle_parking;waste_basket
1,,0.0,False,tire shop
1,,0.0,False,sports_bar
1,,0.0,False,Beacon
1,,0.0,False,Rollladen
1,,0.0,False,community_centre - former Oxford Union Workhouse Chapel
1,,0.0,False,fashion
1,,0.0,False,hedge
1,,0.0,False,P28
1,,0.0,False,medical_center
1,,0.0,False,mikveh
1,,0.0,False,Welding shop
1,,0.0,False,水云路
1,,0.0,False,castel
1,,0.0,False,puppetry
1,,0.0,False,doctors;urgent_care;pharmacy
1,,0.0,False,spiritual center
1,,0.0,False,indoor_range
1,,0.0,False,"bar,cafe"
1,,0.0,False,garments manufacturing
1,,0.0,False,Day Centre
1,,0.0,False,pharmacy Nana Diarra
1,,0.0,False,podium
1,,0.0,False,Waffles & Coffee
1,,0.0,False,metting_place
1,,0.0,False,washstreet
1,,0.0,False,speed_camera
1,,0.0,False,EDAR
1,,0.0,False,university;college
1,,0.0,False,Health Office
1,,0.0,False,Travel_agency
1,,0.0,False,License
1,,0.0,False,community_centre;pub
1,,0.0,False,fire_brigade_entrance
1,,0.0,False,vending_maexchine
1,,0.0,False,Ian Hunter
1,,0.0,False,brodel
1,,0.0,False,cafe;post_office
1,,0.0,False,shopTila's_hair_salon
1,,0.0,False,École Jean Dequen
1,,0.0,False,servicio_de_seguridad del estado
1,,0.0,False,"Češma (fountain) ""Petočna Voda"""
1,,0.0,False,Rio Decor
1,,0.0,False,parking only for 4x4
1,,0.0,False,closedpub
1,,0.0,False,fast_food;bank
1,,0.0,False,civiv
1,,0.0,False,Fischzucht
1,,0.0,False,Samsung Dealer
1,,0.0,False,dental_care
1,,0.0,False,maintenance_patrol
1,,0.0,False,Rustic Café
1,,0.0,False,Clubhouse
1,,0.0,False,"arts_centre, library"
1,,0.0,False,jeep_terminal;restaurant
1,,0.0,False,unfinished building
1,,0.0,False,repair_centre
1,,0.0,False,doggie_bags
1,,0.0,False,printer_publishing
1,,0.0,False,cafeteria_especial
1,,0.0,False,UW Betriebshof Grunewald
1,,0.0,False,dental_technician
1,,0.0,False,restaurant;pizza;bar
1,,0.0,False,dog_shop
1,,0.0,False,bicycle_air
1,,0.0,False,cook_stove;toilets
1,,0.0,False,PR Agency
1,,0.0,False,Guides et Scouts
1,,0.0,False,medical_tests
1,,0.0,False,taxi_exit
1,,0.0,False,device_charging_area
1,,0.0,False,building_sign
1,,0.0,False,designer
1,,0.0,False,guidepost
1,,0.0,False,equipment rental
1,,0.0,False,Lex Chemist
1,,0.0,False,motor garage
1,,0.0,False,cinema:porn
1,,0.0,False,school; cafe
1,,0.0,False,dental hygienist
1,,0.0,False,primary school
1,,0.0,False,vajan mandal
1,,0.0,False,foreign_language
1,,0.0,False,super
1,,0.0,False,clinic;doctors
1,,0.0,False,Oil Terminal
1,,0.0,False,cazare: vila
1,,0.0,False,municipalidad
1,,0.0,False,bording_kennels
1,,0.0,False,sports_cub
1,,0.0,False,vocational_training
1,,0.0,False,Bharat Petroleum
1,,0.0,False,public_oven
1,,0.0,False,fruits
1,,0.0,False,中国联通
1,,0.0,False,drinking_water;toilets;sauna;waste_disposal;dish_wash
1,,0.0,False,private harbour
1,,0.0,False,mountain_guide
1,,0.0,False,Foundry
1,,0.0,False,Deli
1,,0.0,False,firefighting_training_area
1,,0.0,False,Bank Branch
1,,0.0,False,Water Treatment Works
1,,0.0,False,books stationery
1,,0.0,False,carwashing
1,,0.0,False,campus_safety
1,,0.0,False,laboratory;hospital
1,,0.0,False,Pos
1,,0.0,False,نانوایی
1,,0.0,False,was a school
1,,0.0,False,car_fuel;car_wash
1,,0.0,False,"The municipal educational institution ""Lyceum №3"""
1,,0.0,False,canal_services
1,,0.0,False,speakers_corner
1,,0.0,False,Ludoteca
1,,0.0,False,demolished_pub
1,,0.0,False,Pesantren Al-Quran
1,,0.0,False,closed_charging_station
1,,0.0,False,cannery
1,,0.0,False,haras
1,,0.0,False,Apartment
1,,0.0,False,telephone;recycling
1,,0.0,False,chemistry
1,,0.0,False,maternity_school
1,,0.0,False,cafe;nightclub
1,,0.0,False,customs_brokers
1,,0.0,False,Netaji Nagar Market
1,,0.0,False,linw bfr
1,,0.0,False,variety shop
1,,0.0,False,bicycle_box
1,,0.0,False,Immigration Control
1,,0.0,False,Natural Resources Canada
1,,0.0,False,social_hall
1,,0.0,False,community_centre:for=child|juvenile
1,,0.0,False,Kropotkin Cossack corps
1,,0.0,False,U T C
1,,0.0,False,amusement_children
1,,0.0,False,Toll Booth
1,,0.0,False,park bench
1,,0.0,False,"Cenera Bank,Sector 34-A"
1,,0.0,False,活动中心
1,,0.0,False,ساحة الإحتفالات
1,,0.0,False,Outpatient Center
1,,0.0,False,Churriana de la Vega
1,,0.0,False,stud_farm
1,,0.0,False,Rumah Kos
1,,0.0,False,stat
1,,0.0,False,interior
1,,0.0,False,marketplace;theatre
1,,0.0,False,salle jean-baptiste clément
1,,0.0,False,Della Herman Theater
1,,0.0,False,Kuda maduwak
1,,0.0,False,Kodim 0832
1,,0.0,False,Carpet Cleaning Service
1,,0.0,False,cottage
1,,0.0,False,fountain;bank
1,,0.0,False,historic_place
1,,0.0,False,kitchen item shop
1,,0.0,False,vine r not next
1,,0.0,False,RTA
1,,0.0,False,hand_wash
1,,0.0,False,road_maintanace
1,,0.0,False,kindergarten;school;university
1,,0.0,False,passport maktab
1,,0.0,False,local_exchange_trading_system
1,,0.0,False,House garaje
1,,0.0,False,"fast_food,restaurant"
1,,0.0,False,scientific_station
1,,0.0,False,Composting
1,,0.0,False,saddle
1,,0.0,False,pub;hookah_lounge
1,,0.0,False,pastries
1,,0.0,False,departure_lounge
1,,0.0,False,taxi_depot
1,,0.0,False,gas installation
1,,0.0,False,Установка по переработке углеводородного сырья АТК-30 М
1,A microwave.,0.0,True,microwave
1,,0.0,False,urn_wall
1,,0.0,False,social_faciltiy
1,,0.0,False,Balneario_Spa
1,,0.0,False,vinw l
1,,0.0,False,feeding place
1,,0.0,False,changing_cubicle
1,,0.0,False,puutavara
1,,0.0,False,tulli
1,,0.0,False,Personenfähren
1,,0.0,False,fair_booth
1,,0.0,False,"fuel, car_wash"
1,,0.0,False,go_kart
1,,0.0,False,studio;theatre
1,,0.0,False,psychiatric_hospital
1,,0.0,False,วิทยาลัยเทคนิคพระสครศรีอยุธยา
1,,0.0,False,radio sensation fm
1,,0.0,False,stop_area
1,,0.0,False,recycling;pub
1,,0.0,False,weddings
1,,0.0,False,hermitage
1,,0.0,False,telecommunication center
1,,0.0,False,personal_care_attendant
1,,0.0,False,ingress portal
1,,0.0,False,vending_maсhine
1,,0.0,False,maintenence
1,,0.0,False,tv_station
1,,0.0,False,Lugar_Histórico
1,,0.0,False,aggriculture
1,,0.0,False,service_refridgeration_repair
1,,0.0,False,Martial Arts Studio
1,,0.0,False,Spontaniety plant
1,,0.0,False,surgery bloc_and_maternity
1,,0.0,False,house(earthquake)
1,,0.0,False,Postal_Depot
1,,0.0,False,Gemeindeverwaltung Falkenberg
1,,0.0,False,sportclub
1,,0.0,False,social_entre
1,,0.0,False,SSU
1,,0.0,False,parking_entrance_exit
1,,0.0,False,public_building;bank
1,,0.0,False,personal_training
1,,0.0,False,Via Marzabotto
1,,0.0,False,nail salon
1,,0.0,False,college;restaurant
1,,0.0,False,galeria
1,,0.0,False,Centre commercial
1,,0.0,False,rubish_dump
1,,0.0,False,ресо
1,,0.0,False,telephone (Out of use)
1,,0.0,False,social facility
1,,0.0,False,piazza
1,,0.0,False,Camping-car service
1,,0.0,False,ortss
1,,0.0,False,social_facility;nursing_home
1,,0.0,False,schulhof
1,,0.0,False,restaurant;ice_cream
1,,0.0,False,baseball
1,,0.0,False,social_facility;arts_centre
1,,0.0,False,Business Center
1,,0.0,False,disused:social_facility
1,,0.0,False,Sporthalle
1,,0.0,False,Sak
1,,0.0,False,theatre; school
1,,0.0,False,bicycles
1,,0.0,False,"fuel 92, fuel 80"
1,,0.0,False,delivery_service
1,,0.0,False,veniding_machine
1,,0.0,False,Арусяк-Т
1,,0.0,False,sushu
1,,0.0,False,border station
1,,0.0,False,dog_toilets
1,,0.0,False,bar la cantonada
1,,0.0,False,grotto
1,,0.0,False,entree
1,,0.0,False,coin_cashing_machine
1,,0.0,False,fuel;pharmacy
1,,0.0,False,ticket_validation_machine
1,,0.0,False,food_cart
1,,0.0,False,auctioneers
1,,0.0,False,hospital;clinic
1,,0.0,False,Centre Pénitenciaire De Nuutania
1,,0.0,False,old_station
1,,0.0,False,TPU
1,,0.0,False,"LLC""Clothing"""
1,,0.0,False,destination
1,,0.0,False,mobile_home
1,,0.0,False,tower_of_silence
1,,0.0,False,Bluff Pub
1,,0.0,False,Wellness
1,,0.0,False,drop off point
1,,0.0,False,school_of_education
1,,0.0,False,utillity
1,,0.0,False,fuel_station
1,,0.0,False,tutors
1,,0.0,False,paek
1,,0.0,False,wash-basin
1,,0.0,False,brothel;nightclub
1,,0.0,False,Hotel et restaurant
1,,0.0,False,high school
1,,0.0,False,take_away
1,,0.0,False,auto mechanic
1,,0.0,False,lost_and_found_box
1,,0.0,False,Waste Water Pool
1,,0.0,False,shisha_bar
1,,0.0,False,dental_surgery
1,,0.0,False,ATV Trails
1,,0.0,False,meditation center
1,,0.0,False,pidgeon_club
1,,0.0,False,lecture_theater
1,,0.0,False,community_woodland
1,,0.0,False,kindergarten;sauna
1,,0.0,False,arts_center
1,,0.0,False,food_court; atm; toilets
1,,0.0,False,ground
1,,0.0,False,shower;bicycle_repair_station
1,,0.0,False,Mandara College
1,,0.0,False,part
1,,0.0,False,fire_station:type=spo
1,,0.0,False,publishing_house
1,,0.0,False,parl
1,,0.0,False,driver_training_area
1,,0.0,False,assisted-living-center
1,,0.0,False,dgumg cache
1,,0.0,False,pathologist
1,,0.0,False,schoolfarm
1,,0.0,False,Bus Depot
1,,0.0,False,J.P.Nagar branch
1,,0.0,False,pawn
1,,0.0,False,doctors;dentists
1,,0.0,False,co-op
1,,0.0,False,waste_basket; recycling
1,,0.0,False,ATS Caucasian
1,,0.0,False,juice bar
1,,0.0,False,hairdresser_supply
1,,0.0,False,yacht-club
1,,0.0,False,Nganogha
1,,0.0,False,Edutainment
1,,0.0,False,Tor
1,,0.0,False,winery;restaurant
1,,0.0,False,frauenarzt
1,,0.0,False,Tischtennisplatte
1,,0.0,False,local government office
1,,0.0,False,abandoned_school
1,,0.0,False,telkom
1,,0.0,False,school primary education
1,,0.0,False,"coffee, food"
1,,0.0,False,sanitätshaus
1,,0.0,False,bastra vandar
1,,0.0,False,clinic;doctors;dentist
1,,0.0,False,Convalescent Centre
1,,0.0,False,fortune_telling
1,,0.0,False,monocular
1,,0.0,False,Tarven
1,,0.0,False,tank farm
1,,0.0,False,initiative
1,,0.0,False,healthcare facilities
1,,0.0,False,wellness center
1,,0.0,False,sheltered_housing 
1,,0.0,False,shoe_shine
1,,0.0,False,RESIDENTIAL
1,,0.0,False,publico
1,,0.0,False,post_local_delivery_office
1,,0.0,False,vapour lounge
1,,0.0,False,Universität
1,,0.0,False,canine_groomer
1,,0.0,False,diakonie katastrophenhilfe
1,,0.0,False,water purification plant
1,,0.0,False,ex school
1,,0.0,False,bathing_platform
1,,0.0,False,suryakot marga
1,,0.0,False,Automation
1,,0.0,False,car_test
1,,0.0,False,Sanitär 3
1,,0.0,False,The K noll
1,,0.0,False,liquor store
1,,0.0,False,arrivals_lounge
1,,0.0,False,chautaro
1,,0.0,False,gully_grating
1,,0.0,False,chautari
1,,0.0,False,handicraft
1,,0.0,False,coastguard_radio_station
1,,0.0,False,security pos
1,,0.0,False,"Shop, bank"
1,,0.0,False,Bayham Close
1,,0.0,False,mounting_step
1,,0.0,False,Sklep z paszami
1,,0.0,False,butt_stop
1,,0.0,False,campaign_office
1,,0.0,False,theatre;dancing_school
1,,0.0,False,liquid
1,,0.0,False,Zimmerei und Schreinerei
1,,0.0,False,food_cache
1,,0.0,False,electrical shop
1,,0.0,False,pharmacy;telephone
1,,0.0,False,arts school
1,,0.0,False,bureau central peredo fondation d;appui pour le service du developpement de peredo
1,,0.0,False,summerhouse
1,,0.0,False,Mobile Trannsfer
1,,0.0,False,liquor
1,,0.0,False,community_centreー
1,,0.0,False,cycle_parking;waste_disposal
1,,0.0,False,Hoàng Việt
1,,0.0,False,sewer_pump
1,,0.0,False,snow_removel_station
1,,0.0,False,fabric
1,,0.0,False,fabrik
1,,0.0,False,canoa_rental
1,,0.0,False,police dist 7
1,,0.0,False,sports_ground
1,,0.0,False,heating_oil
1,,0.0,False,acquariums
1,,0.0,False,money_lenders
1,,0.0,False,restaurant;ski_school;toilets
